country,cured,date,death,exist,increase,total
中国,87712,2020.12.3,4751,1426,72,93889
美国,8462434,2020.12.3,279867,5571964,198213,14314265
法国,165563,2020.12.3,53816,2025256,8083,2244635
英国,3602,2020.12.3,59699,1595955,13429,1659256
西班牙,196958,2020.12.3,45784,1439791,8257,1682533
意大利,823335,2020.12.3,57045,761230,19347,1641610
巴西,5698353,2020.12.3,174531,563766,52248,6436650
比利时,38261,2020.12.3,16911,527080,1867,582252
荷兰,7066,2020.12.3,9504,515874,4921,532444
俄罗斯,1859851,2020.12.3,41607,474088,25345,2375546
印度,8973373,2020.12.3,138657,422934,39172,9534964
乌克兰,384426,2020.12.3,12960,375374,13141,772760
波兰,646560,2020.12.3,18828,363222,13823,1028610
德国,779500,2020.12.3,17812,308520,15762,1105832
土耳其,414141,2020.12.3,14129,272610,0,700880
伊朗,699315,2020.12.3,49348,254831,13621,1003494
瑞典,4971,2020.12.3,6972,254215,5400,266158
墨西哥,836567,2020.12.3,107565,189481,8819,1133613
匈牙利,67033,2020.12.3,5324,159487,4136,231844
塞尔维亚,31536,2020.12.3,1704,158116,7919,191356
阿根廷,1268358,2020.12.3,39156,132589,8037,1440103
罗马尼亚,381001,2020.12.3,11876,99334,4916,492211
希腊,9989,2020.12.3,2606,97060,4384,109655
保加利亚,55206,2020.12.3,4347,92360,3475,151913
印度尼西亚,462553,2020.12.3,17355,77969,5533,557877
瑞士,257600,2020.12.3,5111,77404,4786,340115
孟加拉国,388379,2020.12.3,6748,76612,2198,471739
葡萄牙,223446,2020.12.3,4645,75755,3384,303846
哥伦比亚,1225635,2020.12.3,37117,71337,7986,1334089
加拿大,309886,2020.12.3,12325,67564,5345,389775
捷克,461599,2020.12.3,8515,62928,5176,533042
伊拉克,486313,2020.12.3,12340,58075,1961,556728
洪都拉斯,48877,2020.12.3,2930,57337,0,109144
约旦,168429,2020.12.3,2854,55925,3591,227208
奥地利,238127,2020.12.3,3538,51765,3972,293430
巴基斯坦,346951,2020.12.3,8205,51654,2829,406810
哥斯达黎加,88226,2020.12.3,1739,51375,534,141340
阿塞拜疆,79162,2020.12.3,1470,48912,3942,129544
爱尔兰,23364,2020.12.3,2074,47628,254,73066
黎巴嫩,83034,2020.12.3,1055,47208,1511,131297
摩洛哥,314237,2020.12.3,5985,43968,3508,364190
南非,734305,2020.12.3,21709,40458,2295,796472
立陶宛,26836,2020.12.3,564,39666,2106,67066
斯洛伐克,74273,2020.12.3,930,36005,2043,111208
埃塞俄比亚,76067,2020.12.3,1715,33202,480,110984
波黑,54967,2020.12.3,2773,32638,2477,90378
秘鲁,899213,2020.12.3,36076,31786,1623,967075
利比亚,55304,2020.12.3,1212,28333,670,84849
菲律宾,399325,2020.12.3,8446,27642,1432,435413
阿尔及利亚,54990,2020.12.3,2464,27630,953,85084
多米尼加,115611,2020.12.3,2334,27252,895,145197
肯尼亚,56464,2020.12.3,1484,27182,961,85130
日本,129241,2020.12.3,2250,24461,2438,155952
克罗地亚,113509,2020.12.3,1964,23942,3539,139415
巴勒斯坦,68250,2020.12.3,780,23678,2188,92708
巴拉圭,59465,2020.12.3,1783,23234,1055,84482
亚美尼亚,113228,2020.12.3,2254,23026,1264,138508
突尼斯,73607,2020.12.3,3359,22314,1303,99280
格鲁吉亚,124568,2020.12.3,1387,21681,4033,147636
白俄罗斯,118924,2020.12.3,1181,21504,1689,141609
北马其顿,40977,2020.12.3,1825,21088,1067,63890
斯洛文尼亚,59469,2020.12.3,1592,20277,2460,81338
巴拿马,146576,2020.12.3,3114,19649,1505,169339
缅甸,72601,2020.12.3,1998,19001,1411,93600
阿尔巴尼亚,19912,2020.12.3,839,18968,705,39719
拉脱维亚,1848,2020.12.3,235,17224,690,19307
丹麦,66086,2020.12.3,852,16597,1586,83535
尼泊尔,220272,2020.12.3,1551,15766,2794,237589
阿拉伯联合酋长国,157035,2020.12.3,585,15131,1285,172751
哈萨克斯坦,118004,2020.12.3,1990,13893,770,133887
玻利维亚,123673,2020.12.3,8972,12349,102,144994
乌干达,9044,2020.12.3,206,12159,576,21409
以色列,325874,2020.12.3,2890,11660,1326,340424
摩尔多瓦,96711,2020.12.3,2343,11526,1717,110580
厄瓜多尔,169804,2020.12.3,13562,11510,988,194876
马来西亚,57917,2020.12.3,376,10802,851,69095
黑山,25409,2020.12.3,510,10432,584,36351
法属波利尼西亚,4842,2020.12.3,77,9797,187,14716
挪威,27414,2020.12.3,351,9204,471,36969
塞浦路斯,2057,2020.12.3,52,9066,318,11175
卢森堡,26497,2020.12.3,334,8971,451,35802
智利,529501,2020.12.3,15438,8959,1034,553898
阿富汗,37302,2020.12.3,1841,8115,263,47258
芬兰,18100,2020.12.3,408,7914,420,26422
危地马拉,112181,2020.12.3,4191,7088,686,123460
埃及,102949,2020.12.3,6694,7081,392,116724
吉尔吉斯斯坦,65589,2020.12.3,1281,7063,335,73933
阿曼,115866,2020.12.3,1435,7028,237,124329
安哥拉,8139,2020.12.3,351,6829,112,15319
韩国,28352,2020.12.3,529,6822,511,35703
苏丹,10493,2020.12.3,1265,6496,235,18254
斯里兰卡,19032,2020.12.3,124,6254,627,25410
瓜德罗普,2242,2020.12.3,149,6036,83,8427
马提尼克,98,2020.12.3,41,5381,107,5520
爱沙尼亚,8182,2020.12.3,123,5164,522,13469
沙特阿拉伯,347513,2020.12.3,5919,4440,249,357872
委内瑞拉,98030,2020.12.3,905,4132,227,103067
牙买加,6500,2020.12.3,258,4106,54,10864
科威特,138674,2020.12.3,884,4016,268,143574
叙利亚,3689,2020.12.3,426,3944,86,8059
尼日利亚,63839,2020.12.3,1177,2944,281,67960
中非共和国,1924,2020.12.3,63,2931,5,4918
博茨瓦纳,7912,2020.12.3,34,2796,0,10742
伯利兹,3151,2020.12.3,148,2555,0,5854
卡塔尔,136741,2020.12.3,239,2497,255,139477
马约特,2964,2020.12.3,49,2168,0,5181
萨尔瓦多,35839,2020.12.3,1134,2157,0,39130
乌兹别克斯坦,70712,2020.12.3,611,2108,190,73431
马耳他,8015,2020.12.3,148,2034,126,10197
喀麦隆,22177,2020.12.3,441,1869,42,24487
莫桑比克,14014,2020.12.3,132,1720,96,15866
乌拉圭,4584,2020.12.3,80,1561,167,6225
巴林,85463,2020.12.3,341,1466,181,87270
尼加拉瓜,4225,2020.12.3,161,1452,54,5838
巴哈马,5934,2020.12.3,163,1446,2,7543
库拉索,1218,2020.12.3,7,1433,124,2658
澳大利亚,25618,2020.12.3,908,1413,11,27939
马里,3263,2020.12.3,161,1413,52,4837
法属圭亚那,9995,2020.12.3,70,1218,36,11283
津巴布韦,8643,2020.12.3,277,1209,95,10129
马尔代夫,12001,2020.12.3,47,1022,38,13070
海地,8091,2020.12.3,233,989,2,9313
刚果（金）,11694,2020.12.3,336,957,87,12987
索马里,3480,2020.12.3,121,924,74,4525
毛里塔尼亚,7780,2020.12.3,179,904,109,8863
留尼汪岛,7172,2020.12.3,40,890,0,8102
几内亚,12204,2020.12.3,76,887,24,13167
莱索托,1278,2020.12.3,44,820,0,2142
加纳,50547,2020.12.3,323,797,0,51667
安道尔,5988,2020.12.3,76,778,45,6842
圭亚那合作共和国,4530,2020.12.3,151,768,17,5449
特立尼达和多巴哥,5843,2020.12.3,121,740,16,6704
刚果（布）,4988,2020.12.3,94,692,0,5774
纳米比亚,13697,2020.12.3,151,629,36,14477
古巴,7714,2020.12.3,136,606,97,8456
塔吉克斯坦,11677,2020.12.3,87,505,37,12269
塞拉利昂,1838,2020.12.3,74,504,1,2416
蒙古国,365,2020.12.3,0,454,11,819
马达加斯加,16657,2020.12.3,251,433,0,17341
多哥,2543,2020.12.3,65,406,23,3014
马拉维,5471,2020.12.3,185,384,12,6040
卢旺达,5575,2020.12.3,50,369,14,5994
佛得角,10422,2020.12.3,106,339,55,10867
尼日尔,1227,2020.12.3,76,337,38,1640
海峡群岛,1012,2020.12.3,48,337,42,1397
坦桑尼亚,183,2020.12.3,21,305,0,509
斯威士兰,6032,2020.12.3,122,301,23,6455
圣马力诺,1340,2020.12.3,46,301,37,1687
布基纳法索,2667,2020.12.3,68,275,45,3010
赞比亚,17102,2020.12.3,357,271,35,17730
科特迪瓦,21010,2020.12.3,132,219,3,21361
冰岛,5216,2020.12.3,27,205,0,5448
塞内加尔,15697,2020.12.3,335,185,66,16217
贝宁,2839,2020.12.3,44,172,0,3055
利比里亚,1343,2020.12.3,83,169,0,1595
列支敦士登,1149,2020.12.3,16,153,32,1318
泰国,3832,2020.12.3,60,147,18,4039
阿鲁巴,4718,2020.12.3,45,139,27,4902
圣卢西亚,141,2020.12.3,2,118,0,261
越南,1209,2020.12.3,35,117,7,1361
布隆迪,575,2020.12.3,1,113,0,689
南苏丹,2966,2020.12.3,61,91,0,3118
圣马丁岛,976,2020.12.3,25,91,0,1092
加蓬,9089,2020.12.3,60,90,0,9239
厄立特里亚,498,2020.12.3,0,79,0,577
也门,1518,2020.12.3,621,78,6,2217
直布罗陀,960,2020.12.3,5,73,5,1038
几内亚比绍,2327,2020.12.3,44,70,0,2441
新西兰,1974,2020.12.3,25,70,1,2069
新加坡,58144,2020.12.3,29,66,2,58239
巴布亚新几内亚,597,2020.12.3,7,65,13,669
乍得,1539,2020.12.3,102,64,12,1705
赤道几内亚,5009,2020.12.3,85,62,3,5156
摩纳哥,563,2020.12.3,3,55,8,621
圣多美和普林西比,934,2020.12.3,17,46,0,997
百慕大,215,2020.12.3,9,43,2,267
圣巴泰勒米岛,105,2020.12.3,1,41,0,147
钻石公主号邮轮,659,2020.12.3,13,40,0,712
吉布提,5587,2020.12.3,61,34,0,5682
冈比亚,3609,2020.12.3,123,33,1,3765
毛里求斯,465,2020.12.3,10,33,1,508
不丹,386,2020.12.3,0,29,4,415
柬埔寨,304,2020.12.3,0,27,3,331
开曼群岛,256,2020.12.3,2,27,3,285
多米尼克,63,2020.12.3,0,22,0,85
塞舌尔,162,2020.12.3,0,21,0,183
科摩罗,586,2020.12.3,7,20,2,613
巴巴多斯,255,2020.12.3,7,17,2,279
老挝,26,2020.12.3,0,13,0,39
特克斯和凯科斯群岛,733,2020.12.3,6,12,2,751
梵蒂冈,15,2020.12.3,0,12,0,27
所罗门群岛,5,2020.12.3,0,12,0,17
格林纳达,30,2020.12.3,0,11,0,41
安提瓜和巴布达,133,2020.12.3,4,7,1,144
斐济,33,2020.12.3,2,7,0,42
圣文森特和格林纳丁斯,80,2020.12.3,0,5,0,85
苏里南,5200,2020.12.3,117,3,7,5320
法罗群岛,500,2020.12.3,0,3,0,503
文莱,145,2020.12.3,3,3,0,151
圣基茨和尼维斯,19,2020.12.3,0,3,0,22
安圭拉,3,2020.12.3,0,3,0,6
马尔维纳斯群岛,15,2020.12.3,0,2,0,17
圣皮埃尔,14,2020.12.3,0,2,0,16
瓦利斯和富图纳群岛,1,2020.12.3,0,2,0,3
萨摩亚独立国,0,2020.12.3,0,2,0,2
新喀里多尼亚,32,2020.12.3,0,1,0,33
东帝汶,30,2020.12.3,0,1,0,31
马恩岛,344,2020.12.3,25,0,0,369
英属维尔京群岛,71,2020.12.3,1,0,0,72
格陵兰岛,18,2020.12.3,0,0,0,18
蒙特塞拉特,12,2020.12.3,1,0,0,13
马绍尔群岛,4,2020.12.3,0,0,0,4
瓦努阿图共和国,1,2020.12.3,0,0,0,1
